title,filename,permalink,transcription,translation
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00201-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZXTR,"403.

 Instructions given to Cap: Tho: Smart Commander of His Majesty's Shop Squirrel for his Conduct in his designed Negotiation at Cap Cançeo and Cape Breton.

Whereas Complaints have been made to me by his Majesty's good Subjects concerning ye Fishery at Cape Cançeo of the encroachments of ye French upon them by Fishing on the English ground and Setting up Huts and other Buildings & Curing their Fish on that Shoar, and their Ships Loading in the English Harbour, together with their Menaces to dispossess the English of that Place, and their Exciting the Indian Savages to insult them and disturb them in the Enjoym:t of those Privileges to which as Englishmen they are Entitled; I have therefore thought fit by the advice and at the desire of his Majesty's Council of this Province, to order you in his Majesty's Ship Squirrel under your Command to repair to Cape Cançeo  & inform yourself particularly of the grounds of those Complaints & if you find those Accounts to be true, and that the French have given disturbance to the English and encroached upon his Majesty's Territories, as is represented : You are first to go over to Cape Breton, and after delivery of my Letter to the Gov.r of that place, you are to enquire of him whether those proceedings of the French have been of his countenance & Approbation, which if he disowns you are to give immediate Orders. that they withdraw themselves their Ships and Boats from Cape Cançeo and the Coast thereabouts & that there be no further cause of Complaint of the like injuries for the future. If the Gov.r owns his Approbation of the Actions of the French as before Expressed, you are to make a plain & open protestation of the Injustice thereof &

                                                                                    the",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00202-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZDLW,"404. 

the Breach thereby made of the Treaty of Peace, concluded at Utrecht as well as an infringement of the Rights of the English to the Said Land by much older claim. You are thereupon to Shew to the Gov:r the Treaty of Peace made at Utrecht and urge from the 12th and 13th Articles thereof of the indisputable Title of the English to the Sd Country & Coast & in the Kings Name to demand that Justice be Speedily done to the English in that Affair & Assure ye Gov.r that the disturbances given to their Enjoyment of that place if Supported & Vindicated will be resented by the English Governm:t as a plain notorious Violation of the Treaty of Peace between the two Nations & measures will be taken by these accordingly. After which you are to allow the Said Gov:r a reasonable time to bring off the People & their Effects from Cape Cançeo ; And if [[?]]no compliance be made to your demands you are to Seize upon what Fish & other Effects you find within the English Limits & bring it off with you, & to demolish whatsoever Buildings the French have Set up there; and compel the French People to quit the Said place, except Such of the Said Nation as are friendly to the English, and have their leave to reside among them.  You are by all means to endeavor the Effecting your business without bloodshed, & not proceed So far unless urged to it by plain and evident necessity. I have order'd Captain Cyps. Southack to accompany you in this voyage he has the Vote of the Council to assist you in your Negotiation, he has a perfect knowledge of the Boundaries of those Countries & carries with him a good Draught thereof, & has had long Experience of the Customs and Manners of the French inhabitants there.  You are therefore to do nothing of Moment[[?]] without his Assistance.

                                                                   Signed

 To Cap: Thomas Smart                      Sam:l Shute
 Command:r of His Majesty's
Ship Squirrel.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00202-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WGV45,"1 copy         405.

Copy of a Letter from his Excellency Sam:l Shute Esq. Gov:r of New England to the Gov:r of Cape Breton by Capt. Tho: Smart

   I have had Complaints made to me by several of his Majesty's good Subjects of this Province who have undertook the Fishing Business at Cape Canso of the Encroachments of the French particularly those under your Government on the Territories of the King of Great Britain, my Master. I would hope that such Irregularities can have no Countenance from You, & therefore I have thought it most condusive to that good Understanding w:ch ought to be kept up between the Subjects of the two Crowns to ask the proper Redress from You before I proceed to other Methods of asserting & vindicating the Rights of the King of Great Britain reserv'd & secur'd to him by the Treaty of Utrecht; By Letters from several English Merchants now residing at Cape Canso I am inform'd that there is a great Number of the French already come over thither, that they have set up Stages & Houses on that Shoar & that there is a French Ship in that Harbour & more expected; I need not tell You that if these Proceedings are abetted & favour'd by the French Governm:t they will be accounted an open & notorious Infraction of the 12th & 13th Articles of the Treaty of Utrecht.

   In the 12th Article it is agreed that the British Subjects be possess'd of all Nova Scotia with its ancient Boundaries, and that the Subjects of the most Christian King shall be hereafter excluded from all kind of Fishing in the Seas Bays & other Places on the Coast of Nova Scotia that is to say of those which lye towards the East within 30 Leagues of the Isle of Sables inclusively, & thence the whole Continent of Nova Scotia is included;

  In the 13th Article its agreed that Island called Cape Breton as also all other Islands in the Mouth of the River of St Lawrence & in the Gulph of that Name shall hereafter
                                                                              belong",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00203-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WFTBK,"406.

belong of Right to the French; so that no other Lands but the Islands being given to the French they can upon no Colour or Pretence of Justice settle themselves upon Canso, which is the Continent of Nova Scotia & does of Right belong to the King of Great Britain as much as any other Part of his Majesty's Dominions; I have therefore sent Capt. Tho. Smart in his Ma'tys Ship Squirrel to demand in the King's Name that Orders be immediately given to the French that are gone over to Cape Canso to Fish on that Shoar & make their Fish on the Land there to withdraw & return to the French Territories, & that the French Ships or Vessels now riding in the English Harbours be order'd to depart & that His Majesty's good Subjects have no further Molestation on the Use of those Privileges which they claim by the ancient Rights of the Kings of Great Britain, & by the said Treaty of Utrecht by which the same is strengthen'd & confirm'd.  I am etc;

                                                                  Saml Shute

  Copy of the Answer to the foregoing Letter.

V:
                                         Mr. Tho: Smart Cap:t of the Vessel of the King of Great Britiain who arriv'd in this Port the 21st [[?]] has deliver'd me the Letter which You did me the Honour to write me, in which You advise me You has receiv'd some Complaints from some of Your Subjects settled at the Islands and Harbour of Canso by means of those of the King of France that are there a fishing who have made me the said Complaints; & took the Opportunity of going there the beginning of June where after I had given such Orders as I thought necessary for the Tranquility of the two Nations  I wrote about it to Mr. Philipps thinking he was arriv'd at his Government & advised him what I thought proper on the Posture of the
                                                                                  present",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00203-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZG9K,"407.

present Affairs; This day We have had a serious Conference on this Subject with Mr. Smart & Capt. Cyprian Southack where we expos'd our Rights on one Part & t'other conformable to the Treaty of Peace made at Utrecht. The Difference which We found in the 12th Article between that of which he is the Bearer & that which I have, occasion'd Us to give reciprocally Copies of the 12 & 13th Articles w:ch We have each of Us sign'd for himself conformable to the Originals. You will remark by the 12th of yours that the Points of Compass are not equal, & moreover there is no mention made of the 30 Leagues near the Coasts of Nova Scotia as it is in mine which on this Occasion causes a very great Error, so that tis impossible to come to any Agreement at present where the ancient Limits might be or ought to be, for according to your Rhombe of the wind You bear much on the Royal Island according to Ours We border about the River of St. Mary:

      I don't think it convenient for private Subjects who ought to be no more than Interpreters of the Orders of the Kings their Masters to decide Points so nice & where Difficulties may be found which can't be remov'd, but by the Decision of the two Crowns, nevertheless I have offer'd Mr. Smart to withdraw after the Fishery is over to other Places of the Royal Island, all the French Inhabitants that are at Canso & thereabouts, provided that he would likewise evacuate the English Inhabitants that are there until We had a perfect Decision from Our Courts: I know Sr. how Strict the Knots are which unite Our two Crowns & I should be very sorry to do any thing that might give any Occasion to break them. I am persuaded that You are of the same Opinion; I am going to inform the Council of what We have done & reckon I shall have positive News next Spring of what has been regulated thereon.  I shall not fail of advising You of the Orders I shall receive from the King my Master on this Affair, hoping You'll impart to me what You shall have.  I am etc.

LouisBourg the Royal Island    Sr Ovide de Brouillon
23d Septem: 1717",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00204-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZE8Q,"mise copy                                409.

Boston New England  Oct.r 4th 1718

A Journal of Remarkable Transactions during the Voyage I have made by Order of His Excellency Samuel Sharpe Esq:r, and the Hon:ble his Majesty's Council in his Majesty's Ship Squirrel Capt. Thomas Smart Commander.

We sail'd from Nantasket 26th Day of August 1718 arriv'd the 6th Day of Sep.r at Canço Harbour on the Territories & Dominions of Nova Scotia, where we found a French Ship with a French White flag at the Head of his Main Mast, a Brigantine & a Sloop with White Enseigns, Jack & Pendant, each of them & about thirty French Shallops a fishing; 7 Inst. came into this Harbour from Louisbourg, a place on Island of Breton French Sloop with her White Ensign lading with Merchansdize to trade here, but Cap:t Smart receiv'd a great many affronts here from the French, but did not think it proper until his Return, from Louisbourg to make any Answer to them.  This 10th Day of Sept'r we sail'd from Canço Harbour & at 6 Afternoon we got to Louisbourg being twenty three Leagues from Canço, at 9 at Night Sr. Ovide De Brouillian the Gov.r of Sd Island Breton sent the Capt. of ye Port to Cap:t Smart to know his Business, his Answer was he wou'd wait on the Gov:r tomorrow Morning. And if the Gov:r wou'd give

                                                               him,",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00205-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZ5AU,"him 9 Guns, he wou'd salute him with nine Guns. The 11th Inst. at 9 in the Morning Capt. Smart & I went on Shore & had a Conference about the Boundaries of Nova Scotia, and also the next day with Sr. Ovide De Brouillian the Gov.r & several more with him, who was made Sensible that the French have nothing to do with any part of the Continent nor the Islands of Canço. Cap't Smart at the same time demanded in the King of Great Britains name that he wou'd give Orders to the French that [[?]]then at Canço to retire to the French Territories & offer'd to allow him any reasonable time [[?]] them to withdraw themselves & Effects but he refused, then Capt. Smart made an open Protestation against the Proceedings of the French at Canço, assured the Governor it would be resented by the English Governor & that Measures wou'd be taken accordingly.

The 13t of Sept we Sail'd from Louisbourg

The 14th Inst. we arriv'd at Canço where the French Ship had out her White flag the other French Vessels as beforementioned French Colours out.

The 18t of September Capt. Smart [[?]] Seizures of the French Ship Brigantine [[?]] Sloop & some fish of the French on the [[?]] belonging to their Ships and other French Inhabitants & some other Goods, of which he sent some of them a Shoar again by [[?]] Desire.  The 25 of Septem. Capt. Smart deliver'd the French Ship to the French Captain again and by Reason he had not Men to [[?]] her to bring her to Boston in New England.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00205-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZNO2,"411.

( and order'd him to depart from thence) but brought the Brigantine & Sloop away with him then we came to sail & several Vessels in Company, the 4t Day of Oc:r we arriv'd at Boston 1718.

                                Your Excellencys & Hon:rs
                              most Obedient Servant


                                          Cyprian Southack",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00206-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZV15,"1 copy                                                                 413.

A son Excellence Richard Philipps Escayer Capitaine General et Gouverneur, en Chef, de la Province , de sa Majeste la Nouvelle Escosse, ou Accadie etc.


Nous les Habitants Sousignés Commis et choisy par lèirdre de son Excellence pour y Representer et traitte les Affaire des peuples les quelles par le pourvoir qui Nous a etés donné de leur par, pour suplier votre grandeur: de voullour Bient nous faire la grace, et la faveur de nous pardonner tant la mortification on Nous, somme tous en general quy est en nous veritable et sinceeve des faute que nous pouvons avoir Commis ent ver votre Excellence; lequel, La premiere que nous Reconnoisson de navoir pas obeys du Choix ete de Retrancher de nos Deputté pour des Raison Connus a votre grandeur la seconde, du trop de Libertté que Nous avons pris de travailler au Chmin de la Communication de Minne, sans vostre permission, vostre Excellence peut etre assurés qui celas Jamais este par aucun de nous [[dy ety?]] a voir aucune Mauvaire Intention ny d'aucune Connivenue avec les gens des Minne Maies purement, et simplement une Craintte vaine que Nous Nous Somme formé que sy M faloit faire les vacuation.  Nous regardans sans Voieture, et Sans autre Choix que se serat seulement unt Chemins de nous Retirer nous et nos famille avec Notre patris par la parmition quil auroit plus a son Excellence nous, accorder nous esperons que

                                                                                        notre",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00175-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZSKD,"351.
t'other,  the breach of any condition by either Party 
will not discharge the other Party from his part 
of the Contract (unless it be expressly so agreed 
and stipulated between them) who will still be 
obliged to perform the same and may have his 
remedy agt the other Party to compel him to a due performance of the Contract on his part.

7th --- If it shall be adjudged that the 1400 Negroes were to have been delivered at the time & Place mentioned in the agreemt the Interest of so much 
money as they shall be valued at (according to the 
rate of interest in the Island) is in my opinion due 
from the time the negroes ought to have been delivd: or paid for in money to the time of such delivery or 
paymt made.

8th -- I believe it has always been understood to be 
the meaning of such articles of [[refennce]] that everything shall remain in Statu quo till the matters under [[referrnce]] are determined. So that if these Persons be deem'd Hostages, agreable to wh. I have mentioned in my remarks on the 2d Parag:, they are to remain as such till these matters are so determined. 
But if they are to be [[estemd]] Prisoners at War 
they shoud be released in virtue of the article in 
the Treaty for a general release of Prisoners on one 
part & t'other.

  I think the [[Queries]] on the sevth. Points in ye inclosed 
Paper are sufficient & proper upon wch I have given you my thoughts, not as a Civilian or Military officer, but as I
                                                                                         take",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00176-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZTQK,"352.  

take them to the best of my Judgmt to be agreable to the Rules of Law on Equity in Westmr Hall.  However you are retained as Counsel for the other side.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00176-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WA8ZR,"353.

                                                              Whitehall, July 29th 1719


Sr

                            I am commanded by the Lords Comissioners for Trade and Plantations to send you the inclosd Copys of papers relating to the Proceedings of the French when they invaded the Island of Nevis in 1706, in relation whereto their Lords desire your Answer to the following Queries with what convenient Speed you can
Viz

1  Whether the Method used by Mons. d'Iberville to compell the Inhabitants of Nevis to come into the second Agreemt do not by the Law of Nations make the same null & void?

2  Whether the abovemention'd Infraction on the part of D'Iberville of the 2d Agreement so make the sd Agreement void & acquit the Inhabitants of Nevis from any manner of Obligations to perform their part?",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00177-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZ6DO,"354.

                3d  Whether the persons carry'd out of Nevis without their own or the Inhabitants consent, as Hostages, for the performance of the s:d Agreement cou'd by the Law of nations be detain'd after Conclusion of the peace betwixt her late Majesty & the French King, since the carrying off by force makes them prisoners of War. I am


                                          Sr

                Your most humble Serv.

                                      Wm Popple.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00177-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZQ04,"355.

My Lords

                              In most humble Obedience to your Lordships Commands signifyd by your Secretary Mr. Popple 29th July last, with sevl. Queries, I have considr'd the papers leading the ffacts of return in Answer.

       To the 1st, I am of Opinion that the Methods us'd, do not make the 2d. Agreement null & void.

        For I observe that the 2d Agreement is not a new Convention but it founded upon the first Capitulation mutually agreed to 4th April 106 for the v l IX Articles provided.

v    ""Que tous les Negres me seront remis [[Sec'd?]]

IX  ""Que me sera remis quatre Hostages.""

Now the Negros being to be deliver'd up; as p. Art: v; And it appearing by the Paper [[underlined]] We whose names etc.[[end of underline]] 6th April 1706, that
6023 Negros were then on the Island; And
                                                                    D'Iberville",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00178-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZYXQ,"356.

                      D'Iberville finding that many of the Slaves were fled to the Woods & Mountains, as Dunbar deposes, I conceived that D'Iberville 's Confinement of their Masters till they shoud enter into such second Agreement to deliver up the Negros in Kind or Value & to give Hostages as well to perform thus the first Agreement, is but a provisional Enforcement of the 5th, 9th Articles of the first Capitulation agreed to 

   To the 2d I am of Opinion, that the Inhabitants are not acquitted from all manner of Obligations to perform their part.

      For they enjoy the Cession of the Island by Virtue of the paper; [[underlined]]Les presentes Lettres[[end of underline]]dated 19th April 1706, [[?]] the Damages of Waste committed after ye [[Date?]] thereof & the carrying off some Negros--cannot stand in Discharge of all manner of Obligations to perform their parts, the Cession of the Island being a valuable Consideration for the Agreement , but the Damages & taking of Negros subsequent to the Date thereof, may be computed to set off in part of Satisfaction of such these Obligations.

                                                                                        To",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00178-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WFWFW,"357.

            To the 3d I am of Opinion, that if there was that Difficulty in settling the Hostages, as Dunbar mentions in the last paragraph save one of his Deposition, there was little hope of having their own or the Inhabitants Consent, so that there was a Necessity put upon D'Iberville to take them; non Hostages being to be given by Compact they come by Way of accession to the principal Capitulation, & it cannot be said to be a taking by fforce, but as, under such prudent agreement; And I conceive they are not prisoners of War mutually stipulated to be discharg'd by the 23d Article of the Treaty of Peace.

  I beg leave to observe that the 11th Article of that Treaty provides for the quieting of such like Disputes [[Conduring?]] Justifi'd, in an equitable way on both Sides, not vacating any Capitulations but by Agreement & Compensation. 

                  All mst is humbly submitted

Augst 5th 1715                 Nath: Lloyd",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00180-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WF9C4,"361.
Extract of a Representation of the Board of Trade to the Lord Justices Octo : 4th 1700 relating to the Defence of New York, Sets Forth;

That the Province of New York being the most advanced Frontier of His Majesty's Plantations in those parts, the Defence and preservation thereof is of the utmost Importance to the Security of all the rest; not only with respect to the French of Canada, but against any insurrection of the Scattered Nations of Indians, upon that Continent.

   That the Forts and Fortifications on that Frontier for want of timely repairs, in so ruinous a Condition that they will now Scarce bear the firing of a Gun upon them.

   That the Soldiers which were formerly four Companies of 100 Men each, being diminished by Death and Desertion to less than 200 in the whole, and afterwards reduced by a New Establishment to 50 Men in each Company; are in a miserable condition almost Naked and ready to Perish by reason of ye great Arrears that are due unto them

   That Our five Nations of Indians who in the begining of the late War consisted of 3500, are now reduced to about 1100; having Suffered 
                                                                                 great",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00181-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WFQ64,"362.

great loss during the War, and many of them having been clandestinely Murdered by the French Indians Since the Peace; by reason of which weakness, they are now inclined to Shelter themselves under that Protection, which appears to them to be the Strongest.

  That the Posture of the French at Canada is much different from Ours; they maintain in constant pay 1500 Men, and are at Work with great Dilligence in repairing all their Forts, of which they have 8 or 9 between Quebeck & Mountreal (within the Space of 60 Leagues) besides other Fortifications at a greater distance (as for instance one in the Donaganaks [[Odanak]]Country 700 Miles from Quebeck) by which means they endeavour to extend their Territories on the back of His Majesty's Dominious  & Seem to prepare for War.

    That the French by reason of the Small Forts lying near one another, encourage their own People to inhabit and make Settlements on their Borders; and by means of their remoter Forts, they drive a Trade, and keep up an Intrest with the Indians, that live at distance, and have greatly animated them in their War against Ours.

   The the French Emissaries, have Spread Malicious Reports to fill Our five Nations-- with Prejudices, as if His Majesty had given
                                                                                       Orders",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00181-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WGMD1,"363.

Orders to disarm and Extirpate them; And that my Lord Bellomont would use means to destroy them by Poison which Suggestions--together with the consideration of Our Weakness, and the Strength of the French, have made Our Indians very Wavering in their Friendship towards Us, So that their Defection to the French is to be apprehended; And if that Should be followed with the conjunction of all the other Indians in those parts, it would be of fatal consequences, to the English Intrest on that Continent.

 We beg leave to add to Your Excellencies That Mons' D'Iberville Com. of a French Man of War of 50 Guns in his return from Missisipi to France in July last, put into the Fort of N. York (tho much out of his Way) upon pretence to Wood and Water, but more probably with a Design to Sound that Channel & Harbour.

   Upon this general View of Affairs ye Earl of Bellomont proposes, 

   That the Fortifications of the Province of New York be repaired; and more particularly that those of Albany & Shenectady, on ye Frontiers towards Canada be rebuilt with Stone of ye Charge of which according to Col. Romer the Ingineer's computation, will amount to 8 or 9000 Pds., And that two new Forts be erected, one to the N. Eastward of Albany at the end of a Lake called Colaers or the Iroquois Lake, and another in ye Orondage [[Onandaga]] Country, which lies to the N. Westward and is the Centre of the Habitation of Our five Nations, and 

                                                                                           opp.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00182-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZJUD,"364.

                            opposite to ye French Fort at Cadaraqui, by which Our Indians are much annoy'd, & their Trade obstructed. The Expence of building which Fort in ye Onondage Country, Col. Romer computed at 10 or 1200  pounds.

   And in Order to the repairing or building of these Forts His Lords: desires that Spades, Shovels and other Necessary Utensils be Sent from hence.

   His Lordship intends also to propose ye building of Several other Forts not only in the Province of New York but elswhere, which he conceives will be absolutely necessary for the Security of all His Majesty's Plantations on that Continent, & therefore advises, that his Majesty may be pleased to write Circular Letters to the Gov:r and Assemblies of each respective Plantation, to excite them to contribute to the Charge, but promises to explain himself further upon that Subject, and to Send his reasonings there upon, by the next conveyance. 

    For the Garisoning the Forts above mention'd for the Encouragement of Our Indians to continue firm in their Dependance on the Crown of England and in Gen:l for the Defence of those Frontiers his Lord:p proposes that 1000 Soldiers are absolutely necessary; And for ye better removing of any obstruction that might arise from the Charge of this Establishm't: , he has made a Scheme (which will be laid before Your Excell:s in the Sequel of this Representation) whereby the Labour of these Soldiers in making Turpentine, Tar, Rozin and Pitch, may defray the Charge of their maintenance.

  His Lords:p offers that the Lt. Col.: may be made Lt. Gov:r of New Hampshire;  the Major Gov:r of Albany; with Such Additional Salaries as His Majesty may be pleased to allow; and that the Captains be of the King's Council, both in New York & New Hampshire. 

             His Lord:p  Offers, that Some Minister of the Church of England, be sent to live among Our Indians. to instruct them in Christianity, and to prevent their being practised upon by the French Priests and Jesuits.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00182-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WFMQ1,"366.

To their Excellencies the Lords Justices

May it please Your Excellencies.

   In Obedience to Your Excellencys Commands signified to Us by Ms. Delasaye the 13th of the last Month.  We have consider'd the Petition of Mons. Johannis Hinberry and the Papers thereunto annex'd, relating to Two Vessels with some Fish & other Effects taken from him and other French Subjects fishing at Canco by Capt. Smart, Commander of His Majesty's Ship the Squirrel, Whereupon We take leave to represent to Your Excellencies.

       That on a Reference upon a former Petition of Mr. Hinberry, We did represent to the late Lords Justices the 5th of June 1709, that in Case their Excellencies should be dispos'd in favour of the said Hinberry and to cultivate a good Understanding between the Two Nations to give Orders to the Governor of the Massachusets Bay and to Capt. Smart

                                                                                       to",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00183-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WFF88,"366.

to return the Vessels and Fleets seiz'd at Canco this Board had no Objection thereunto Provided the Restitution desir'd were made a pure Act of Grace and Favour And that previous thereunto full Satisfaction were given to all His Majesty's Subjects on which Reprizals might have been made upon the Seizure, And that Care were taken in this Order of Restitution to guard against a pretence the King of France might set upon the Lands, where the said Seizure was made or to any Rights of Fishing on that Coast in Consequence thereof. Whereupon their said Excellencies were pleas'd to send Orders to the Governor of New England accordingly.

              But the Letter from Mr. Delasaye upon the first Memorial of the said Hinberry and upon which Our foresaid Representation of 5th June 1719 was made, was dated the 28th of May 1719 And We now find by looking into the papers referr'd to Us by Your Excellency that upon a Memorial from the Lords of the Admiralty, His Majesty was pleas'd about fortnight before the Date of the aforesaid Letter from M. Delasaye by Order in Council of the 9th of the same Month to grant the said Two Vessels with their Cargoes to Capt. Smart

                                                                                  This",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00183-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZAB2,"367.

                  This being the State of Mons. Hinberry's Case, We cannot see which Way the late Lords Justices Gracious Intentions towards him can be made effectual without breaking in upon His Majesty's previous Grant to Capt. Smart and His Crew unless your Excellencies shou'd be dispos'd to give the said Hinberry a Sum of Money in Compensation for His Losses.


       Which is most humbly submitted

Sign'd                            J: Chetwynd
                                        C. Cooke.
                                        M. Bladen
Whitehall                      P. Dominique
Octo:r ye 6th 1720.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00184-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZ8GR,"369.

To their Excellencies the Lords Justices


May it please Your Excellencies


                        In Obedience to Your Excellencys Commands
signify'd to us by M. Delasaye's Letter of 8th Instant, We have endeavour'd to get further Information concerning the Dispute with the French about the Fishery at Canco. Upon which Occasion having discours'd with Col. Nicholson, Col. Vetch and Mr. Capon, They all agree, that the Canco Islands are not in the Mouth of that Name, particularly the two last; who have often been there. But they could give Us no other Lights in this matter than what We have already sent to Mr. Pulteney

   As We have not in Our Office, any Maps of this Country that may be entirely depended on, We sent to the Lords of the Admiralty to know if they cou'd furnish Us with any, but receiv'd for Answer, that they had none

                                                                                     nor",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00185-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WAJQD,"370.

            nor was Captain Smart who seiz'd the French Ships there yet return'd whose Information might have been of great Service.

     This gives Us an Opportunity upon the Occasion of laying before Your Excellencies what We have formerly represented, that is to say the Necessity of sending an able person from hence to take a Survey and make exact Maps of all the several Colonies from North to South, which the French have done for themselves, from whence they reap great Advantages whilst We continue in the Dark.

    As Mr. Capon has liv'd many Years in Nova Scotia, and been many times upon the Cape & Islands of Canco, We Submit it to Your Excellencies whether it may not be proper to send him over to Paris, that he may be ready to give the necessary Informations upon this Subject to His Majesty's Ambassador & Commissary there.

All which is most humbly submitted


Whitehall                                   J. Chetwynd.
Sept ye 15th 1720                    C. Cooke.
                                                      Tho. Pelham.
                                                      M. Bladen.
                                                      Edw. Ashe.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00186-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WGJ5D,"372.                                            Mme Rappele. Sept 12th
                                                       au. Oct. 9th.",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00186-1.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZOCI,"373.

To their Excellencies the Lords Justices

May it please your Excellencies

                     Having received a Letter whereof the enclosd is a Copy from Mr. Archibald Caming containing an Extract of a Letter to him from Boston in New England, dated the 2d of September last, giving an Account That the French with their Indians had disturbd Our Fishery at Canco, seizd the Effects of His Majesty's Subjects there to ye Value of ten thousand pounds Sterl., and carryd the same to Cape Breton; We think it Our Duty to lay the Same before your Excellencys.

      Upon this Occasion, We humbly represent to your Excellencys Our Opinion that Restitution be made to His Majesty's Subjects, who have had their Fish & Effects thus seizd before any Satisfaction be given to Monsr Hiriberry as was proposed by Our

                                                                       former",
"Great Britain Board of Trade plantation reports [3], 1717-1722",991411058805867_Ayer_MS_339_00187-0.tif,https://collections.newberry.org/asset-management/2KXJ8ZS7WZL7P,"374.

former Representation of the 15th June 1719 and the 6th Instant; And so much [[?]] rather because this Seizure seems plainly [[?]] be intended as a Reprizal for that
particular Case.

    What We have further to observe upon this Head is that Our possession of Nova Scotia & the fishery on that Coast is likely to be very precarious, till that Province shall be better settled, a sufficient Force sent thither and some small [[forts?]] be erected in proper places for the Protection of the British Vessels fishing on that Coast but more especially in the Harbour of Canco.

All wth, is most humbly submitted

                                                      Cha: Cooke.
Whitehall                                    P: Dominique
Oct. 18th 1720                           Martin Bladen
                                                      Edw: Ashe.",
